,DOI,mat,app,prod
346,10.1016/j.conbuildmat.2019.03.273,blast furnace slag,supplementary cementitious material,concrete
347,10.1016/j.conbuildmat.2013.10.019,mine tailings,fine aggregate,concrete
348,10.1016/j.conbuildmat.2019.04.012,silica fume,supplementary cementitious material,concrete
349,10.1016/j.conbuildmat.2019.04.149,blast furnace slag,fine aggregate,concrete
350,10.1016/j.conbuildmat.2015.10.117,coal fly ash,lightweight aggregate,concrete
351,10.1016/j.conbuildmat.2019.07.342,unknown,unknown,concrete
352,10.1016/j.conbuildmat.2016.07.117,mineral,supplementary cementitious material,concrete
353,10.1016/j.conbuildmat.2017.03.031,coal fly ash,geopolymer,concrete
354,10.1016/j.conbuildmat.2017.12.222,natural pozzolan,supplementary cementitious material,concrete
355,10.1016/j.conbuildmat.2017.12.222,calcium carbide residue,supplementary cementitious material,concrete
356,10.1016/j.conbuildmat.2019.117840,coal fly ash,clinker feedstock,concrete
357,10.1016/j.conbuildmat.2020.119193,red mud,geopolymer,concrete
358,10.1016/j.jclepro.2017.02.176,silica fume,geopolymer,concrete
359,10.1016/j.jclepro.2020.120047,blast furnace slag,supplementary cementitious material,concrete
360,10.1016/j.jclepro.2020.121228,stone powder,supplementary cementitious material,concrete
361,10.1016/j.jmatprotec.2008.02.044,coal bottom ash,fine aggregate,concrete
362,10.1016/j.proeng.2016.04.133,coal fly ash,geopolymer,concrete
363,10.1016/j.wasman.2016.08.019,MSWI fly ash,geopolymer,concrete
364,10.1016/s0008-8846(01)00745-1,blast furnace slag,fine aggregate,concrete
365,10.1016/s0008-8846(96)85002-2,silica fume,supplementary cementitious material,concrete
366,10.1007/s10853-008-3174-0,unknown,unknown,concrete
367,10.1007/s13369-015-1906-4,coal fly ash,geopolymer,geopolymer mortar
368,10.1016/j.conbuildmat.2008.08.024,coal fly ash,supplementary cementitious material,concrete
369,10.1016/j.conbuildmat.2010.09.022,coal fly ash,lightweight aggregate,concrete
370,10.1016/j.conbuildmat.2015.08.021,rice husk ash,fine aggregate,concrete
371,10.1016/j.conbuildmat.2015.10.022,electric arc furnace slag,coarse aggregate,concrete
372,10.1016/j.conbuildmat.2016.10.076,coal fly ash,supplementary cementitious material,concrete
373,10.1016/j.conbuildmat.2017.11.099,coal fly ash,supplementary cementitious material,concrete
374,10.1016/j.conbuildmat.2017.12.045,electric arc furnace slag,fine aggregate,concrete
375,10.1016/j.conbuildmat.2018.04.021,Class F fly ash,supplementary cementitious material,concrete
376,10.1016/j.conbuildmat.2018.09.157,coal fly ash,geopolymer,geopolymer mortar
377,10.1016/j.conbuildmat.2020.118530,coal fly ash,fine aggregate,concrete
378,10.1016/j.wasman.2007.02.001,coal fly ash,geopolymer,concrete
379,10.1016/s0008-8846(00)00397-5,Class F fly ash,superplasticizer,concrete
380,10.1016/s0008-8846(96)00174-3,unknown,unknown,concrete
381,10.1016/s0008-8846(99)00220-3,Class F fly ash,supplementary cementitious material,concrete
382,10.1007/s11431-012-5027-y,silica fume,supplementary cementitious material,concrete
383,10.1016/0008-8846(74)90052-0,blast furnace slag,supplementary cementitious material,concrete
384,10.1016/j.cemconcomp.2005.10.005,fly ash,supplementary cementitious material,concrete
385,10.1016/j.conbuildmat.2013.10.070,coal fly ash,supplementary cementitious material,concrete
386,10.1016/j.conbuildmat.2014.10.032,silica fume,lightweight aggregate,concrete
387,10.1016/j.conbuildmat.2014.10.032,coal fly ash,lightweight aggregate,concrete
388,10.1016/j.conbuildmat.2014.11.029,blast furnace slag,fine aggregate,concrete
389,10.1016/j.conbuildmat.2015.07.012,steel slag,clinker feedstock,mortar
390,10.1016/j.conbuildmat.2016.06.037,coal fly ash,geopolymer,concrete
391,10.1016/j.conbuildmat.2016.07.042,steel slag,supplementary cementitious material,concrete
392,10.1016/j.conbuildmat.2016.12.024,unknown,unknown,concrete
393,10.1016/j.conbuildmat.2017.01.126,coal fly ash,supplementary cementitious material,concrete
394,10.1016/j.conbuildmat.2017.01.126,fly ash,supplementary cementitious material,concrete
395,10.1016/j.conbuildmat.2017.05.068,coal fly ash,supplementary cementitious material,concrete
396,10.1016/j.conbuildmat.2017.07.106,coal fly ash,supplementary cementitious material,concrete
397,10.1016/j.conbuildmat.2017.09.111,coal bottom ash,geopolymer,concrete
398,10.1016/j.conbuildmat.2018.05.274,steel fiber,geopolymer,concrete
399,10.1016/j.conbuildmat.2019.01.196,steel slag,supplementary cementitious material,concrete
400,10.1016/j.proeng.2013.04.022,coal bottom ash,filler,concrete
401,10.1016/j.proeng.2016.06.568,coal fly ash,geopolymer,concrete
402,10.1016/j.resconrec.2019.01.044,coal bottom ash,fine aggregate,concrete
403,10.1016/j.resconrec.2019.01.044,coal fly ash,fine aggregate,concrete
404,10.1617/s11527-005-9026-3,coal fly ash,supplementary cementitious material,concrete
405,10.1617/s11527-014-0329-0,nano-silica,supplementary cementitious material,concrete
406,10.1007/bf01387605,limestone powder,supplementary cementitious material,concrete
407,10.1016/j.cemconcomp.2016.10.003,electric arc furnace slag,supplementary cementitious material,concrete
408,10.1016/j.cemconcomp.2018.12.001,limestone powder,supplementary cementitious material,concrete
409,10.1016/j.cemconcomp.2019.05.007,electric arc furnace slag,supplementary cementitious material,concrete
410,10.1016/j.cemconcomp.2019.05.007,fine recycled concrete aggregate,supplementary cementitious material,concrete
411,10.1016/j.cemconres.2004.05.034,kaolinite,supplementary cementitious material,concrete
412,10.1016/j.cemconres.2004.05.034,blast furnace slag,supplementary cementitious material,concrete
413,10.1016/j.cemconres.2004.05.034,stone powder,supplementary cementitious material,concrete
414,10.1016/j.cemconres.2004.07.030,coal fly ash,supplementary cementitious material,concrete
415,10.1016/j.ceramint.2012.10.034,unknown,unknown,concrete
416,10.1016/j.conbuildmat.2009.09.001,blast furnace slag,supplementary cementitious material,concrete
417,10.1016/j.conbuildmat.2011.03.044,ladle furnace slag,supplementary cementitious material,cement mortar
418,10.1016/j.conbuildmat.2013.10.048,silica fume,supplementary cementitious material,concrete
419,10.1016/j.conbuildmat.2014.02.024,fly ash,supplementary cementitious material,concrete
420,10.1016/j.conbuildmat.2015.12.049,Class F fly ash,geopolymer,concrete
421,10.1016/j.conbuildmat.2017.02.111,blast furnace slag,supplementary cementitious material,concrete
422,10.1016/j.conbuildmat.2018.03.175,unknown,unknown,concrete
423,10.1016/j.conbuildmat.2018.05.060,Class F fly ash,supplementary cementitious material,concrete
424,10.1016/j.conbuildmat.2018.09.080,silica fume,supplementary cementitious material,concrete
425,10.1016/j.conbuildmat.2019.117210,blast furnace slag,geopolymer,concrete
426,10.1016/j.conbuildmat.2019.117275,coal fly ash,supplementary cementitious material,concrete
427,10.1016/j.conbuildmat.2019.117559,fine recycled concrete aggregate,supplementary cementitious material,concrete
428,10.1016/j.conbuildmat.2020.118533,coal fly ash,geopolymer,concrete
429,10.1016/j.conbuildmat.2020.118739,steel slag,fine aggregate,concrete
430,10.1016/j.fuel.2014.03.017,coal bottom ash,filler,concrete
431,10.1016/j.jclepro.2015.04.136,coal fly ash,supplementary cementitious material,concrete
432,10.1016/j.jclepro.2015.10.109,recycled aggregate,coarse aggregate,concrete
433,10.1016/j.jclepro.2019.04.070,coal fly ash,fine aggregate,concrete
434,10.1016/j.jclepro.2019.118937,biomass fly ash,supplementary cementitious material,cement
435,10.1016/j.jhazmat.2008.11.054,coal bottom ash,coarse aggregate,concrete
436,10.1016/j.jhazmat.2016.12.022,blast furnace slag,supplementary cementitious material,concrete
437,10.1016/j.matdes.2015.07.079,coal fly ash,supplementary cementitious material,concrete
438,10.1016/j.proeng.2017.01.360,coal bottom ash,supplementary cementitious material,concrete
439,10.1016/j.resconrec.2012.09.002,blast furnace slag,clinker feedstock,concrete
440,10.1016/s0008-8846(01)00587-7,blast furnace slag,supplementary cementitious material,concrete
441,10.1021/es026317b,Class F fly ash,supplementary cementitious material,concrete
442,10.1021/es026317b,coal fly ash,supplementary cementitious material,concrete
443,10.1007/bf02472022,coal fly ash,supplementary cementitious material,concrete
444,10.1007/s10163-012-0043-3,blast furnace slag,fine aggregate,cement mortar
445,10.1007/s10973-008-9096-x,silica fume,supplementary cementitious material,concrete
446,10.1007/s11771-009-0053-z,coal fly ash,supplementary cementitious material,concrete
447,10.1007/s13369-013-0890-9,silica fume,supplementary cementitious material,concrete
448,10.1016/0262-5075(85)90073-9,blast furnace slag,supplementary cementitious material,concrete
449,10.1016/j.cemconcomp.2009.05.006,electric arc furnace slag,fine aggregate,concrete
450,10.1016/j.cemconres.2007.02.017,coal fly ash,supplementary cementitious material,concrete
451,10.1016/j.cemconres.2011.11.010,unknown,unknown,unknown
452,10.1016/j.conbuildmat.2007.03.028,fine recycled concrete aggregate,supplementary cementitious material,concrete
453,10.1016/j.conbuildmat.2014.01.033,coal fly ash,supplementary cementitious material,concrete
454,10.1016/j.conbuildmat.2017.06.041,Class F fly ash,geopolymer,geopolymer mortar
455,10.1016/j.hbrcj.2017.11.001,steel slag,clinker feedstock,concrete
456,10.1016/j.jclepro.2015.08.039,blast furnace slag,supplementary cementitious material,concrete
457,10.1016/j.jclepro.2020.120675,cellulose,supplementary cementitious material,concrete
458,10.1016/j.jeurceramsoc.2008.04.031,unknown,unknown,concrete
459,10.1016/j.matdes.2015.10.109,coal fly ash,supplementary cementitious material,concrete
460,10.1016/j.matlet.2018.10.035,coal fly ash,geopolymer,geopolymer composite
461,10.1016/j.proeng.2013.08.121,steel slag,coarse aggregate,concrete
462,10.1016/j.proeng.2015.11.077,blast furnace slag,geopolymer,concrete
463,10.1016/j.proeng.2017.01.395,fly ash,fine aggregate,concrete
464,10.1016/s0008-8846(96)00190-1,limestone powder,coarse aggregate,concrete
465,10.1016/s0950-0618(97)00058-5,silica fume,reinforced fibre,concrete
466,10.1016/s0956-053x(96)00026-8,coal fly ash,clinker feedstock,concrete
467,10.1002/jbm.b.32671,unknown,reinforced fibre,concrete
468,10.1007/s10904-016-0461-0,rice husk ash,geopolymer,concrete
469,10.1007/s13369-016-2285-1,coal fly ash,supplementary cementitious material,concrete
470,10.1016/0008-8846(89)90004-5,waste glass,supplementary cementitious material,concrete
471,10.1016/j.cemconcomp.2010.07.011,electric arc furnace slag,supplementary cementitious material,concrete
472,10.1016/j.cemconcomp.2018.11.004,limestone powder,supplementary cementitious material,concrete
473,10.1016/j.cemconcomp.2019.02.007,Class F fly ash,geopolymer,concrete
474,10.1016/j.cemconcomp.2019.02.007,coal fly ash,geopolymer,concrete
475,10.1016/j.conbuildmat.2015.07.185,MSWI bottom ash,fine aggregate,concrete
476,10.1016/j.conbuildmat.2017.04.098,coal fly ash,supplementary cementitious material,concrete
477,10.1016/j.conbuildmat.2018.05.002,coal fly ash,fine aggregate,concrete
478,10.1016/j.corsci.2016.03.023,unknown,unknown,concrete
479,10.1016/j.ijggc.2014.06.005,metakaolin,geopolymer,concrete
480,10.1016/j.jclepro.2012.10.003,coal bottom ash,supplementary cementitious material,concrete
481,10.1016/j.jclepro.2015.06.006,steel slag,clinker feedstock,concrete
482,10.1016/j.jclepro.2019.117766,mine tailings,geopolymer,concrete
483,10.1016/s0008-8846(01)00626-3,silica fume,supplementary cementitious material,concrete
484,10.1016/0008-8846(77)90063-1,limestone powder,clinker feedstock,concrete
485,10.1016/j.cemconcomp.2006.03.003,MSWI bottom ash,supplementary cementitious material,concrete
486,10.1016/j.cemconres.2018.06.006,silica fume,supplementary cementitious material,concrete
487,10.1016/j.conbuildmat.2011.03.016,coal fly ash,supplementary cementitious material,concrete
488,10.1016/j.conbuildmat.2011.03.031,coal fly ash,unknown,concrete
489,10.1016/j.conbuildmat.2012.07.092,limestone,filler,concrete
490,10.1016/j.conbuildmat.2012.07.092,limestone powder,filler,concrete
491,10.1016/j.conbuildmat.2014.04.009,coal fly ash,supplementary cementitious material,concrete
492,10.1016/j.conbuildmat.2017.06.031,red mud,supplementary cementitious material,concrete
493,10.1016/j.conbuildmat.2018.08.115,limestone powder,supplementary cementitious material,concrete
494,10.1016/j.conbuildmat.2019.05.044,kaolin,reinforced fibre,concrete
495,10.1016/j.conbuildmat.2019.07.105,blast furnace slag,fine aggregate,concrete
496,10.1016/j.conbuildmat.2019.116706,coal fly ash,reinforced fibre,concrete
497,10.1016/j.conbuildmat.2020.118312,copper tailing,supplementary cementitious material,concrete
498,10.1016/j.conbuildmat.2021.124506,unknown,unknown,concrete
499,10.1016/j.jclepro.2019.118722,coal fly ash,supplementary cementitious material,concrete
500,10.1016/j.proeng.2015.06.161,silica fume,supplementary cementitious material,concrete
501,10.1016/j.proeng.2015.06.164,limestone,supplementary cementitious material,concrete
502,10.1016/j.proeng.2017.02.045,silica fume,supplementary cementitious material,concrete
503,10.1016/j.wasman.2011.04.022,MSWI fly ash,clinker feedstock,concrete
504,10.1016/s0958-9465(03)00136-7,fine recycled concrete aggregate,supplementary cementitious material,concrete
505,10.1617/s11527-010-9637-1,blast furnace slag,supplementary cementitious material,concrete
506,10.1617/s11527-010-9637-1,fine recycled concrete aggregate,supplementary cementitious material,concrete
507,10.1617/s11527-014-0391-7,silica fume,supplementary cementitious material,concrete
508,10.1007/s00521-012-1049-4,silica fume,supplementary cementitious material,concrete
509,10.1016/0008-8846(85)90022-5,blast furnace slag,clinker feedstock,concrete
510,10.1016/0008-8846(91)90060-u,silica fume,supplementary cementitious material,concrete
511,10.1016/j.apenergy.2017.07.025,unknown,unknown,concrete
512,10.1016/j.buildenv.2007.02.002,fly ash,supplementary cementitious material,concrete
513,10.1016/j.cemconcomp.2004.02.019,coal fly ash,supplementary cementitious material,concrete
514,10.1016/j.conbuildmat.2011.12.026,coal fly ash,supplementary cementitious material,concrete
515,10.1016/j.conbuildmat.2012.07.109,coal fly ash,supplementary cementitious material,concrete
516,10.1016/j.conbuildmat.2015.03.026,fine recycled concrete aggregate,supplementary cementitious material,concrete
517,10.1016/j.conbuildmat.2016.04.134,coal fly ash,lightweight aggregate,concrete
518,10.1016/j.conbuildmat.2017.12.121,electric arc furnace slag,reinforced fibre,concrete
519,10.1016/j.conbuildmat.2017.12.165,limestone,supplementary cementitious material,concrete
520,10.1016/j.conbuildmat.2017.12.232,blast furnace slag,supplementary cementitious material,concrete
521,10.1016/j.jclepro.2018.09.027,steel slag,supplementary cementitious material,concrete
522,10.1016/j.jclepro.2018.12.002,electric arc furnace slag,filler,mortar
523,10.1007/s10853-014-8697-y,mine tailings,geopolymer,concrete
524,10.1007/s12613-013-0699-2,limestone powder,supplementary cementitious material,concrete
525,10.1016/0008-8846(85)90094-8,coal fly ash,supplementary cementitious material,cement paste
526,10.1016/j.cemconcomp.2006.08.002,unknown,unknown,concrete
527,10.1016/j.cemconcomp.2013.06.007,coal bottom ash,lightweight aggregate,concrete
528,10.1016/j.cemconcomp.2019.103493,coal fly ash,supplementary cementitious material,concrete
529,10.1016/j.conbuildmat.2007.01.024,silica fume,supplementary cementitious material,concrete
530,10.1016/j.conbuildmat.2013.02.075,silica fume,supplementary cementitious material,concrete
531,10.1016/j.conbuildmat.2015.06.057,blast furnace slag,supplementary cementitious material,concrete
532,10.1016/j.conbuildmat.2018.10.129,steel slag,fine aggregate,concrete
533,10.1016/j.conbuildmat.2018.10.189,blast furnace slag,supplementary cementitious material,concrete
